cohort,endpoint_primary,endpoint_sensitivity,col_time_origin,col_os_event,col_cause,unit_origin,unit_final,conversion,dss_event_1_rule,dss_event_0_rule,n_samples,n_os_events,n_dss_events,script,timestamp
METABRIC,DSS,OS,OS_MONTHS,OS_STATUS,VITAL_STATUS,months,months,none,VITAL_STATUS contains 'died of disease',all other (died other cause = competing censored at death time),1980,1144,646,02_harmonize_clinical_METABRIC.R,2026-02-28 14:38:40
