"cohort","er_stratum","n","n_pcr","or","or_lo95","or_hi95","p_wald","p_interaction","lrt_stat","lrt_df"
"GSE32646","positive",71,8,1.47165013958105,0.642474801223126,3.37095576232066,0.360856915795755,0.924466488342173,0.00898875836183777,1
"GSE32646","negative",44,19,1.55144927764224,0.761153775366562,3.16229773666621,0.226732341467996,0.924466488342173,0.00898875836183777,1
"ISPY1","positive",62,10,4.80759376810969,1.43441996496105,16.1131038355247,0.0109388908574057,0.00047178202887471,12.224018625259,1
"ISPY1","negative",56,21,0.469361784120922,0.203385809819613,1.08316546070035,0.0762678751113214,0.00047178202887471,12.224018625259,1
