cohort,gene,present,in_pam50
METABRIC,AHR,TRUE,FALSE
METABRIC,AHRR,TRUE,FALSE
METABRIC,AHSA1,TRUE,FALSE
METABRIC,AHSA2P,TRUE,FALSE
METABRIC,AHSG,TRUE,FALSE
METABRIC,AHSP,TRUE,FALSE
METABRIC,AICDA,TRUE,FALSE
METABRIC,AIDA,TRUE,FALSE
METABRIC,AIF1,TRUE,FALSE
METABRIC,AIF1L,TRUE,FALSE
METABRIC,AIFM1,TRUE,FALSE
METABRIC,AIFM2,TRUE,FALSE
METABRIC,AIFM3,TRUE,FALSE
METABRIC,AIG1,TRUE,FALSE
METABRIC,AIM2,TRUE,FALSE
METABRIC,AIMP1,TRUE,FALSE
METABRIC,AIMP2,TRUE,FALSE
METABRIC,AIP,TRUE,FALSE
METABRIC,AIPL1,TRUE,FALSE
METABRIC,AIRE,TRUE,FALSE
METABRIC,AIRIM,TRUE,FALSE
METABRIC,AJAP1,TRUE,FALSE
METABRIC,AJM1,TRUE,FALSE
METABRIC,AJUBA,TRUE,FALSE
METABRIC,AK1,TRUE,FALSE
METABRIC,AK2,TRUE,FALSE
METABRIC,AK3,TRUE,FALSE
METABRIC,AK4,TRUE,FALSE
METABRIC,AK5,TRUE,FALSE
METABRIC,AK7,TRUE,FALSE
METABRIC,AK8,TRUE,FALSE
METABRIC,AK9,TRUE,FALSE
METABRIC,AKAIN1,TRUE,FALSE
METABRIC,AKAP1,TRUE,FALSE
METABRIC,AKAP10,TRUE,FALSE
METABRIC,AKAP11,TRUE,FALSE
METABRIC,AKAP12,TRUE,FALSE
METABRIC,AKAP13,TRUE,FALSE
METABRIC,AKAP14,TRUE,FALSE
METABRIC,AKAP17A,TRUE,FALSE
METABRIC,AKAP3,TRUE,FALSE
METABRIC,AKAP4,TRUE,FALSE
METABRIC,AKAP5,TRUE,FALSE
METABRIC,AKAP6,TRUE,FALSE
METABRIC,AKAP7,TRUE,FALSE
METABRIC,AKAP8,TRUE,FALSE
METABRIC,AKAP8L,TRUE,FALSE
METABRIC,AKAP9,TRUE,FALSE
METABRIC,AKIP1,TRUE,FALSE
METABRIC,AKIRIN1,TRUE,FALSE
METABRIC,AKIRIN2,TRUE,FALSE
METABRIC,AKNA,TRUE,FALSE
METABRIC,AKNAD1,TRUE,FALSE
METABRIC,AKR1A1,TRUE,FALSE
METABRIC,AKR1B1,TRUE,FALSE
METABRIC,AKR1B10,TRUE,FALSE
METABRIC,AKR1B15,TRUE,FALSE
METABRIC,AKR1C1,TRUE,FALSE
METABRIC,AKR1C2,TRUE,FALSE
METABRIC,AKR1C3,TRUE,FALSE
METABRIC,AKR1C4,TRUE,FALSE
METABRIC,AKR1C6P,TRUE,FALSE
METABRIC,AKR1C8,TRUE,FALSE
METABRIC,AKR1D1,TRUE,FALSE
METABRIC,AKR1E2,TRUE,FALSE
METABRIC,AKR7A2,TRUE,FALSE
METABRIC,AKR7A2P1,TRUE,FALSE
METABRIC,AKR7A3,TRUE,FALSE
METABRIC,AKR7L,TRUE,FALSE
METABRIC,AKT1,TRUE,FALSE
METABRIC,AKT1S1,TRUE,FALSE
METABRIC,AKT2,TRUE,FALSE
METABRIC,AKT3,TRUE,FALSE
METABRIC,AKTIP,TRUE,FALSE
METABRIC,ALAD,TRUE,FALSE
METABRIC,ALAS1,TRUE,FALSE
METABRIC,ALAS2,TRUE,FALSE
METABRIC,ALB,TRUE,FALSE
METABRIC,ALCAM,TRUE,FALSE
METABRIC,ALDH16A1,TRUE,FALSE
METABRIC,ALDH18A1,TRUE,FALSE
METABRIC,ALDH1A1,TRUE,FALSE
METABRIC,ALDH1A2,TRUE,FALSE
METABRIC,ALDH1A3,TRUE,FALSE
METABRIC,ALDH1B1,TRUE,FALSE
METABRIC,ALDH1L1,TRUE,FALSE
METABRIC,ALDH1L2,TRUE,FALSE
METABRIC,ALDH2,TRUE,FALSE
METABRIC,ALDH3A1,TRUE,FALSE
METABRIC,ALDH3A2,TRUE,FALSE
METABRIC,ALDH3B1,TRUE,FALSE
METABRIC,ALDH3B2,TRUE,FALSE
METABRIC,ALDH4A1,TRUE,FALSE
METABRIC,ALDH5A1,TRUE,FALSE
METABRIC,ALDH6A1,TRUE,FALSE
METABRIC,ALDH7A1,TRUE,FALSE
METABRIC,ALDH8A1,TRUE,FALSE
METABRIC,ALDH9A1,TRUE,FALSE
METABRIC,ALDOA,TRUE,FALSE
METABRIC,ALDOB,TRUE,FALSE
METABRIC,ALDOC,TRUE,FALSE
METABRIC,ALG1,TRUE,FALSE
METABRIC,ALG10,TRUE,FALSE
METABRIC,ALG10B,TRUE,FALSE
METABRIC,ALG11,TRUE,FALSE
METABRIC,ALG12,TRUE,FALSE
METABRIC,ALG13,TRUE,FALSE
METABRIC,ALG14,TRUE,FALSE
METABRIC,ALG1L1P,TRUE,FALSE
METABRIC,ALG1L2,TRUE,FALSE
METABRIC,ALG1L9P,TRUE,FALSE
METABRIC,ALG2,TRUE,FALSE
METABRIC,ALG3,TRUE,FALSE
METABRIC,ALG5,TRUE,FALSE
METABRIC,ALG6,TRUE,FALSE
METABRIC,ALG8,TRUE,FALSE
METABRIC,ALG9,TRUE,FALSE
METABRIC,ALK,TRUE,FALSE
METABRIC,ALKAL1,TRUE,FALSE
METABRIC,ALKAL2,TRUE,FALSE
METABRIC,ALKBH1,TRUE,FALSE
METABRIC,ALKBH2,TRUE,FALSE
METABRIC,ALKBH3,TRUE,FALSE
METABRIC,ALKBH4,TRUE,FALSE
METABRIC,ALKBH5,TRUE,FALSE
METABRIC,ALKBH6,TRUE,FALSE
METABRIC,ALKBH7,TRUE,FALSE
METABRIC,ALKBH8,TRUE,FALSE
METABRIC,ALLC,TRUE,FALSE
METABRIC,ALMS1,TRUE,FALSE
METABRIC,ALMS1P1,TRUE,FALSE
METABRIC,ALOX12,TRUE,FALSE
METABRIC,ALOX12B,TRUE,FALSE
METABRIC,ALOX12P2,TRUE,FALSE
METABRIC,ALOX15,TRUE,FALSE
METABRIC,ALOX15B,TRUE,FALSE
METABRIC,ALOX5,TRUE,FALSE
METABRIC,ALOX5AP,TRUE,FALSE
METABRIC,ALOXE3,TRUE,FALSE
METABRIC,ALPG,TRUE,FALSE
METABRIC,ALPI,TRUE,FALSE
METABRIC,ALPK1,TRUE,FALSE
METABRIC,ALPK2,TRUE,FALSE
