cohort,endpoint,n_samples,n_events,fu_median_months,hr_uni,hr_uni_lo95,hr_uni_hi95,p_uni,hr_multi,hr_multi_lo95,hr_multi_hi95,p_multi,corea_vars_used,c_index,c_index_lo95,c_index_hi95,loghr_uni,se_loghr_uni
GSE20685,OS,327,83,112.8,1.4007,1.1178,1.7552,0.003419,NA,NA,NA,NA,age+er_status,0.6231,0.562,0.6827,0.336972,0.115109
