cohort,n_samples,n_panel_genes,genes_present,genes_missing,frac_present,denom_sum_absw,score_direction,score_mean,score_sd,n_time_leq0_dropped
SCANB,3069,24,24,0,1,1.753856,original,0,0.301606,0
