cohort,endpoint,n_samples,n_events,fu_median_months,hr_uni,hr_uni_lo95,hr_uni_hi95,p_uni,hr_multi,hr_multi_lo95,hr_multi_hi95,p_multi,corea_vars_used,c_index,c_index_lo95,c_index_hi95,loghr_uni,se_loghr_uni,hr_sens_24m,hr_sens_24m_lo95,hr_sens_24m_hi95,p_sens_24m
TCGA_BRCA,OS,1072,150,32,1.2042,1.0356,1.4003,0.01578,NA,NA,NA,NA,age+er_status,0.6238,0.5717,0.678,0.185815,0.076974,1.6404,1.2433,2.1643,4.652e-4
