cohort,gene,present,in_pam50
SCANB,AHCYL1,TRUE,FALSE
SCANB,AHCYL2,TRUE,FALSE
SCANB,AHDC1,TRUE,FALSE
SCANB,AHI1,TRUE,FALSE
SCANB,AHI1-DT,TRUE,FALSE
SCANB,AHNAK,TRUE,FALSE
SCANB,AHNAK2,TRUE,FALSE
SCANB,AHR,TRUE,FALSE
SCANB,AHRR,TRUE,FALSE
SCANB,AHSA1,TRUE,FALSE
SCANB,AHSA2P,TRUE,FALSE
SCANB,AHSG,TRUE,FALSE
SCANB,AHSP,TRUE,FALSE
SCANB,AICDA,TRUE,FALSE
SCANB,AIDA,TRUE,FALSE
SCANB,AIF1,TRUE,FALSE
SCANB,AIF1L,TRUE,FALSE
SCANB,AIFM1,TRUE,FALSE
SCANB,AIFM2,TRUE,FALSE
SCANB,AIFM3,TRUE,FALSE
SCANB,AIG1,TRUE,FALSE
SCANB,AIM2,TRUE,FALSE
SCANB,AIMP1,TRUE,FALSE
SCANB,AIMP2,TRUE,FALSE
SCANB,AIP,TRUE,FALSE
SCANB,AIPL1,TRUE,FALSE
SCANB,AIRE,TRUE,FALSE
SCANB,AIRIM,TRUE,FALSE
SCANB,AIRN,TRUE,FALSE
SCANB,AJAP1,TRUE,FALSE
SCANB,AJM1,TRUE,FALSE
SCANB,AJUBA,TRUE,FALSE
SCANB,AK1,TRUE,FALSE
SCANB,AK2,TRUE,FALSE
SCANB,AK3,TRUE,FALSE
SCANB,AK4,TRUE,FALSE
SCANB,AK5,TRUE,FALSE
SCANB,AK6,TRUE,FALSE
SCANB,AK7,TRUE,FALSE
SCANB,AK8,TRUE,FALSE
SCANB,AK9,TRUE,FALSE
SCANB,AKAIN1,TRUE,FALSE
SCANB,AKAP1,TRUE,FALSE
SCANB,AKAP10,TRUE,FALSE
SCANB,AKAP11,TRUE,FALSE
SCANB,AKAP12,TRUE,FALSE
SCANB,AKAP13,TRUE,FALSE
SCANB,AKAP14,TRUE,FALSE
SCANB,AKAP17A,TRUE,FALSE
SCANB,AKAP2,TRUE,FALSE
SCANB,AKAP3,TRUE,FALSE
SCANB,AKAP4,TRUE,FALSE
SCANB,AKAP5,TRUE,FALSE
SCANB,AKAP6,TRUE,FALSE
SCANB,AKAP7,TRUE,FALSE
SCANB,AKAP8,TRUE,FALSE
SCANB,AKAP8L,TRUE,FALSE
SCANB,AKAP9,TRUE,FALSE
SCANB,AKIP1,TRUE,FALSE
SCANB,AKIRIN1,TRUE,FALSE
SCANB,AKIRIN2,TRUE,FALSE
SCANB,AKNA,TRUE,FALSE
SCANB,AKNAD1,TRUE,FALSE
SCANB,AKR1A1,TRUE,FALSE
SCANB,AKR1B1,TRUE,FALSE
SCANB,AKR1B10,TRUE,FALSE
SCANB,AKR1B15,TRUE,FALSE
SCANB,AKR1C1,TRUE,FALSE
SCANB,AKR1C2,TRUE,FALSE
SCANB,AKR1C3,TRUE,FALSE
SCANB,AKR1C4,TRUE,FALSE
SCANB,AKR1C6P,TRUE,FALSE
SCANB,AKR1C8,TRUE,FALSE
SCANB,AKR1D1,TRUE,FALSE
SCANB,AKR1E2,TRUE,FALSE
SCANB,AKR7A2,TRUE,FALSE
SCANB,AKR7A2P1,TRUE,FALSE
SCANB,AKR7A3,TRUE,FALSE
SCANB,AKR7L,TRUE,FALSE
SCANB,AKT1,TRUE,FALSE
SCANB,AKT1S1,TRUE,FALSE
SCANB,AKT2,TRUE,FALSE
SCANB,AKT3,TRUE,FALSE
SCANB,AKTIP,TRUE,FALSE
SCANB,ALAD,TRUE,FALSE
SCANB,ALAS1,TRUE,FALSE
SCANB,ALAS2,TRUE,FALSE
SCANB,ALB,TRUE,FALSE
SCANB,ALCAM,TRUE,FALSE
SCANB,ALDH16A1,TRUE,FALSE
SCANB,ALDH18A1,TRUE,FALSE
SCANB,ALDH1A1,TRUE,FALSE
SCANB,ALDH1A2,TRUE,FALSE
SCANB,ALDH1A3,TRUE,FALSE
SCANB,ALDH1B1,TRUE,FALSE
SCANB,ALDH1L1,TRUE,FALSE
SCANB,ALDH1L1-AS1,TRUE,FALSE
SCANB,ALDH1L1-AS2,TRUE,FALSE
SCANB,ALDH1L2,TRUE,FALSE
SCANB,ALDH2,TRUE,FALSE
SCANB,ALDH3A1,TRUE,FALSE
SCANB,ALDH3A2,TRUE,FALSE
SCANB,ALDH3B1,TRUE,FALSE
SCANB,ALDH3B2,TRUE,FALSE
SCANB,ALDH4A1,TRUE,FALSE
SCANB,ALDH5A1,TRUE,FALSE
SCANB,ALDH6A1,TRUE,FALSE
SCANB,ALDH7A1,TRUE,FALSE
SCANB,ALDH8A1,TRUE,FALSE
SCANB,ALDH9A1,TRUE,FALSE
SCANB,ALDOA,TRUE,FALSE
SCANB,ALDOB,TRUE,FALSE
SCANB,ALDOC,TRUE,FALSE
SCANB,ALG1,TRUE,FALSE
SCANB,ALG10,TRUE,FALSE
SCANB,ALG10B,TRUE,FALSE
SCANB,ALG11,TRUE,FALSE
SCANB,ALG12,TRUE,FALSE
SCANB,ALG13,TRUE,FALSE
SCANB,ALG14,TRUE,FALSE
SCANB,ALG1L1P,TRUE,FALSE
SCANB,ALG1L2,TRUE,FALSE
SCANB,ALG1L9P,TRUE,FALSE
SCANB,ALG2,TRUE,FALSE
SCANB,ALG3,TRUE,FALSE
SCANB,ALG5,TRUE,FALSE
SCANB,ALG6,TRUE,FALSE
SCANB,ALG8,TRUE,FALSE
SCANB,ALG9,TRUE,FALSE
SCANB,ALK,TRUE,FALSE
SCANB,ALKAL1,TRUE,FALSE
SCANB,ALKAL2,TRUE,FALSE
SCANB,ALKBH1,TRUE,FALSE
SCANB,ALKBH2,TRUE,FALSE
SCANB,ALKBH3,TRUE,FALSE
SCANB,ALKBH3-AS1,TRUE,FALSE
SCANB,ALKBH4,TRUE,FALSE
SCANB,ALKBH5,TRUE,FALSE
SCANB,ALKBH6,TRUE,FALSE
SCANB,ALKBH7,TRUE,FALSE
SCANB,ALKBH8,TRUE,FALSE
SCANB,ALLC,TRUE,FALSE
SCANB,ALMS1,TRUE,FALSE
SCANB,ALMS1-IT1,TRUE,FALSE
SCANB,ALMS1P1,TRUE,FALSE
SCANB,ALOX12,TRUE,FALSE
SCANB,ALOX12B,TRUE,FALSE
SCANB,ALOX12P2,TRUE,FALSE
SCANB,ALOX15,TRUE,FALSE
SCANB,ALOX15B,TRUE,FALSE
