cohort,endpoint,n_samples,n_events,fu_median_months,hr_uni,hr_uni_lo95,hr_uni_hi95,p_uni,hr_multi,hr_multi_lo95,hr_multi_hi95,p_multi,corea_vars_used,c_index,c_index_lo95,c_index_hi95,loghr_uni,se_loghr_uni
SCANB,OS,3069,322,55.7,1.9226,1.7362,2.1291,3.5609999999999996e-36,1.8597,1.6351,2.115,3.411e-21,age+er_status,0.6978,0.6678,0.7289,0.653678,0.05205
