sample_id,PC1,PC2,PC3,mahal_dist,is_outlier,pct_var_pc1,pct_var_pc2,pct_var_pc3,n_genes_pca
MB-0281,-8.603873426950186,15.19313663805992,9.961641967946397,11.199337041376419,FALSE,16.89,7.97,4.38,500
MB-0282,-1.6689087288787252,14.98742957742409,4.51787202078649,6.602880808576288,FALSE,16.89,7.97,4.38,500
MB-0283,0.7172990400296437,-4.676413649856493,-6.8091254649372726,2.670892739926285,FALSE,16.89,7.97,4.38,500
MB-0285,-4.724723990314222,12.973575791292236,4.03283225586073,5.231468997456736,FALSE,16.89,7.97,4.38,500
MB-0286,-4.405658120648698,14.516746204155385,-3.845466422854503,6.194486207171791,FALSE,16.89,7.97,4.38,500
MB-0287,5.4121412306768235,-1.1871705329557818,1.9226625809557676,0.5508763258801447,FALSE,16.89,7.97,4.38,500
MB-0288,2.0234306089421366,5.650088771426396,-2.018788265264332,1.0357984988887077,FALSE,16.89,7.97,4.38,500
MB-0289,-13.216037265895592,9.872641274152013,3.762326399035664,5.16058901695449,FALSE,16.89,7.97,4.38,500
MB-0290,4.358779081384003,8.461828899481501,0.2277434161556202,2.024658109999953,FALSE,16.89,7.97,4.38,500
MB-0291,0.3103139189443856,2.6074809247715796,-2.7254521500675795,0.5107906398267894,FALSE,16.89,7.97,4.38,500
MB-0292,-5.413557959801673,-2.4105111120738494,-5.5117681284000115,1.8792266225471845,FALSE,16.89,7.97,4.38,500
MB-0293,-9.661812155764487,16.559762700840896,2.493640898177105,8.272562625600855,FALSE,16.89,7.97,4.38,500
MB-0294,-4.5246089346317016,8.576227588006518,-5.796737252772605,3.6221121018448525,FALSE,16.89,7.97,4.38,500
MB-0295,2.7268887179537873,10.198193320836939,2.9478145444602304,3.0952544330068616,FALSE,16.89,7.97,4.38,500
MB-0299,-15.750732367029064,-7.025779941758031,4.477480503701836,5.091221934756934,FALSE,16.89,7.97,4.38,500
MB-0301,8.88806191799678,1.599977063108622,-0.1026744114040695,1.0000506257516535,FALSE,16.89,7.97,4.38,500
MB-0302,-1.6994861809474962,10.87588935306665,-3.8452996977660048,3.6781369351990136,FALSE,16.89,7.97,4.38,500
MB-0303,-19.218648221343184,2.446804456207063,4.957426342805491,5.644904111140007,FALSE,16.89,7.97,4.38,500
MB-0304,7.953116085900226,-7.335164325116389,0.604616045226418,2.1161599328926055,FALSE,16.89,7.97,4.38,500
MB-0305,-1.9086051976674459,7.9379623337063645,-1.4942139537797388,1.726710768343752,FALSE,16.89,7.97,4.38,500
MB-0306,-1.4404516015732562,5.7393840413205375,-6.529839856318705,2.797276025727128,FALSE,16.89,7.97,4.38,500
MB-0307,-7.00863314859228,7.4599965260563925,-6.419607137361706,3.8592320210319873,FALSE,16.89,7.97,4.38,500
MB-0308,3.8164398899601926,12.4281426733615,3.609298245157268,4.644126955831721,FALSE,16.89,7.97,4.38,500
MB-0309,11.137144313751246,5.997735202741676,1.1344982729008337,2.4302702397772826,FALSE,16.89,7.97,4.38,500
